gesl,D,variable,N,val,value
Männer,88. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3146.20678710938
Männer,88. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3146.20678710938
Männer,88. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,2753.55859375
Männer,89. Dezil,"Szenario 1
(Kindererziehung)",1776,Szenario,3175.30541992188
Männer,89. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Szenario,3175.322265625
Männer,89. Dezil,"Szenario 3
(GPG/Männer)",1776,Szenario,3175.30541992188
Männer,89. Dezil,"Szenario 4
(GPG/Frau)",1776,Szenario,3175.30541992188
Männer,89. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Szenario,2956.95874023438
Männer,90. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3205.587890625
Männer,90. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3205.587890625
Männer,90. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3205.587890625
Männer,90. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3205.587890625
Männer,90. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,2882.29541015625
Männer,91. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3239.13720703125
Männer,91. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3239.16870117188
Männer,91. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3239.13720703125
Männer,91. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3239.13720703125
Männer,91. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3029.634765625
Männer,92. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3272.34008789063
Männer,92. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3272.34008789063
Männer,92. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3272.34008789063
Männer,92. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3272.34008789063
Männer,92. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,2972.60278320313
Männer,93. Dezil,"Szenario 1
(Kindererziehung)",1776,Szenario,3308.78955078125
Männer,93. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Szenario,3308.78955078125
Männer,93. Dezil,"Szenario 3
(GPG/Männer)",1776,Szenario,3308.78955078125
Männer,93. Dezil,"Szenario 4
(GPG/Frau)",1776,Szenario,3308.78955078125
Männer,93. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Szenario,3025.18725585938
Männer,94. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3347.23974609375
Männer,94. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3347.26782226563
Männer,94. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3347.23974609375
Männer,94. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3347.23974609375
Männer,94. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3072.97778320313
Männer,95. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3387.18115234375
Männer,95. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3387.19067382813
Männer,95. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3387.18115234375
Männer,95. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3387.18115234375
Männer,95. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3180.24169921875
Männer,96. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3433.82934570313
Männer,96. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3433.82934570313
Männer,96. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3433.82934570313
Männer,96. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3433.82934570313
Männer,96. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3172.32299804688
Männer,97. Dezil,"Szenario 1
(Kindererziehung)",1776,Szenario,3482.87353515625
Männer,97. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Szenario,3482.91357421875
Männer,97. Dezil,"Szenario 3
(GPG/Männer)",1776,Szenario,3482.87353515625
Männer,97. Dezil,"Szenario 4
(GPG/Frau)",1776,Szenario,3482.87353515625
Männer,97. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Szenario,3320.92456054688
Männer,98. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3540.61694335938
Männer,98. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3540.61694335938
Männer,98. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3540.61694335938
Männer,98. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3540.61694335938
Männer,98. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3311.12963867188
Männer,99. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3612.46801757813
Männer,99. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3612.46801757813
Männer,99. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3612.46801757813
Männer,99. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3612.46801757813
Männer,99. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3343.30029296875
Männer,100. Dezil,"Szenario 1
(Kindererziehung)",1777,Szenario,3721.10791015625
Männer,100. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Szenario,3721.10791015625
Männer,100. Dezil,"Szenario 3
(GPG/Männer)",1777,Szenario,3721.10791015625
Männer,100. Dezil,"Szenario 4
(GPG/Frau)",1777,Szenario,3721.10791015625
Männer,100. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Szenario,3550.67822265625
Frauen,Gesamt,"Szenario 1
(Kindererziehung)",237064,Szenario,1414.04037111114
Frauen,Gesamt,"Szenario 2
(Arbeitslosigkeit)",237064,Szenario,1331.29054035002
Frauen,Gesamt,"Szenario 3
(GPG/Männer)",237064,Szenario,1441.9487761223
Frauen,Gesamt,"Szenario 4
(GPG/Frau)",237064,Szenario,1640.70318569363
Frauen,Gesamt,"Szenario 5
(Beste 15 Jahre)",237064,Szenario,1572.41548934383
Männer,Gesamt,"Szenario 1
(Kindererziehung)",177676,Szenario,2250.23408738335
Männer,Gesamt,"Szenario 2
(Arbeitslosigkeit)",177676,Szenario,2272.6842911922
Männer,Gesamt,"Szenario 3
(GPG/Männer)",177676,Szenario,2250.23408738575
Männer,Gesamt,"Szenario 4
(GPG/Frau)",177676,Szenario,2250.23408738575
Männer,Gesamt,"Szenario 5
(Beste 15 Jahre)",177676,Szenario,2618.67417155473
Frauen,1. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,10.7400054931641
Frauen,1. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,10.7400054931641
Frauen,1. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,10.7400054931641
Frauen,1. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,10.7400054931641
Frauen,1. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,10.7400054931641
Frauen,2. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,268.056518554688
Frauen,2. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,268.056518554688
Frauen,2. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,268.056518554688
Frauen,2. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,268.056518554688
Frauen,2. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,268.056518554688
Frauen,3. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,331.808074951172
Frauen,3. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,331.808074951172
Frauen,3. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,331.808074951172
Frauen,3. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,331.808074951172
Frauen,3. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,331.808074951172
Frauen,4. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,374.554779052734
Frauen,4. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,374.554779052734
Frauen,4. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,374.554779052734
Frauen,4. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,374.554779052734
Frauen,4. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,374.554779052734
Frauen,5. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,409.767883300781
Frauen,5. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,409.767883300781
Frauen,5. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,409.767883300781
Frauen,5. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,409.767883300781
Frauen,5. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,409.767883300781
Frauen,6. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,440.286834716797
Frauen,6. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,440.286834716797
Frauen,6. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,440.286834716797
Frauen,6. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,440.286834716797
Frauen,6. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,440.286834716797
Frauen,7. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,466.578918457031
Frauen,7. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,466.578918457031
Frauen,7. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,466.578918457031
Frauen,7. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,466.578918457031
Frauen,7. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,466.578918457031
Frauen,8. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,490.937438964844
Frauen,8. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,490.937438964844
Frauen,8. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,490.937438964844
Frauen,8. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,490.937438964844
Frauen,8. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,490.937438964844
Frauen,9. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,514.885559082031
Frauen,9. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,514.885559082031
Frauen,9. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,514.885559082031
Frauen,9. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,514.885559082031
Frauen,9. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,514.885559082031
Frauen,10. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,536.887878417969
Frauen,10. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,536.887878417969
Frauen,10. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,536.887878417969
Frauen,10. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,536.887878417969
Frauen,10. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,536.887878417969
Frauen,11. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,558.604797363281
Frauen,11. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,558.604797363281
Frauen,11. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,558.604797363281
Frauen,11. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,558.604797363281
Frauen,11. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,558.604797363281
Frauen,12. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,579.560241699219
Frauen,12. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,579.560241699219
Frauen,12. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,579.560241699219
Frauen,12. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,579.560241699219
Frauen,12. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,579.560241699219
Frauen,13. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,599.568969726563
Frauen,13. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,599.568969726563
Frauen,13. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,599.568969726563
Frauen,13. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,599.568969726563
Frauen,13. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,599.568969726563
Frauen,14. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,619.345275878906
Frauen,14. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,619.345275878906
Frauen,14. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,619.345275878906
Frauen,14. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,619.345275878906
Frauen,14. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,619.345275878906
Frauen,15. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,638.715026855469
Frauen,15. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,638.715026855469
Frauen,15. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,638.715026855469
Frauen,15. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,638.715026855469
Frauen,15. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,638.715026855469
Frauen,16. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,657.80419921875
Frauen,16. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,657.80419921875
Frauen,16. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,657.80419921875
Frauen,16. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,657.80419921875
Frauen,16. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,657.80419921875
Frauen,17. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,676.723205566406
Frauen,17. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,676.723205566406
Frauen,17. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,676.723205566406
Frauen,17. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,676.723205566406
Frauen,17. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,676.723205566406
Frauen,18. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,695.014953613281
Frauen,18. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,695.014953613281
Frauen,18. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,695.014953613281
Frauen,18. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,695.014953613281
Frauen,18. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,695.014953613281
Frauen,19. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,712.657409667969
Frauen,19. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,712.657409667969
Frauen,19. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,712.657409667969
Frauen,19. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,712.657409667969
Frauen,19. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,712.657409667969
Frauen,20. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,729.877380371094
Frauen,20. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,729.877380371094
Frauen,20. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,729.877380371094
Frauen,20. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,729.877380371094
Frauen,20. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,729.877380371094
Frauen,21. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,747.010925292969
Frauen,21. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,747.010925292969
Frauen,21. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,747.010925292969
Frauen,21. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,747.010925292969
Frauen,21. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,747.010925292969
Frauen,22. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,763.912536621094
Frauen,22. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,763.912536621094
Frauen,22. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,763.912536621094
Frauen,22. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,763.912536621094
Frauen,22. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,763.912536621094
Frauen,23. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,781.517272949219
Frauen,23. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,781.517272949219
Frauen,23. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,781.517272949219
Frauen,23. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,781.517272949219
Frauen,23. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,781.517272949219
Frauen,24. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,798.581726074219
Frauen,24. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,798.581726074219
Frauen,24. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,798.581726074219
Frauen,24. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,798.581726074219
Frauen,24. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,798.581726074219
Frauen,25. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,815.664367675781
Frauen,25. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,815.664367675781
Frauen,25. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,815.664367675781
Frauen,25. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,815.664367675781
Frauen,25. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,815.664367675781
Frauen,26. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,831.629028320313
Frauen,26. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,831.629028320313
Frauen,26. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,831.629028320313
Frauen,26. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,831.629028320313
Frauen,26. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,831.629028320313
Frauen,27. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,847.71044921875
Frauen,27. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,847.71044921875
Frauen,27. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,847.71044921875
Frauen,27. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,847.71044921875
Frauen,27. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,847.71044921875
Frauen,28. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,863.672241210938
Frauen,28. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,863.672241210938
Frauen,28. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,863.672241210938
Frauen,28. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,863.672241210938
Frauen,28. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,863.672241210938
Frauen,29. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,879.770446777344
Frauen,29. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,879.770446777344
Frauen,29. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,879.770446777344
Frauen,29. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,879.770446777344
Frauen,29. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,879.770446777344
Frauen,30. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,896.098449707031
Frauen,30. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,896.098449707031
Frauen,30. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,896.098449707031
Frauen,30. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,896.098449707031
Frauen,30. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,896.098449707031
Frauen,31. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,911.402282714844
Frauen,31. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,911.402282714844
Frauen,31. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,911.402282714844
Frauen,31. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,911.402282714844
Frauen,31. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,911.402282714844
Frauen,32. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,926.555786132812
Frauen,32. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,926.555786132812
Frauen,32. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,926.555786132812
Frauen,32. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,926.555786132812
Frauen,32. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,926.555786132812
Frauen,33. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,941.410766601562
Frauen,33. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,941.410766601562
Frauen,33. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,941.410766601562
Frauen,33. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,941.410766601562
Frauen,33. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,941.410766601562
Frauen,34. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,956.602172851563
Frauen,34. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,956.602172851563
Frauen,34. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,956.602172851563
Frauen,34. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,956.602172851563
Frauen,34. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,956.602172851563
Frauen,35. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,972.783325195313
Frauen,35. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,972.783325195313
Frauen,35. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,972.783325195313
Frauen,35. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,972.783325195313
Frauen,35. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,972.783325195313
Frauen,36. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,987.981262207031
Frauen,36. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,987.981262207031
Frauen,36. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,987.981262207031
Frauen,36. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,987.981262207031
Frauen,36. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,987.981262207031
Frauen,37. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1003.75360107422
Frauen,37. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1003.75360107422
Frauen,37. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1003.75360107422
Frauen,37. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1003.75360107422
Frauen,37. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1003.75360107422
Frauen,38. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1019.26721191406
Frauen,38. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1019.26721191406
Frauen,38. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1019.26721191406
Frauen,38. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1019.26721191406
Frauen,38. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1019.26721191406
Frauen,39. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1035.6640625
Frauen,39. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1035.6640625
Frauen,39. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1035.6640625
Frauen,39. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1035.6640625
Frauen,39. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1035.6640625
Frauen,40. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1050.8759765625
Frauen,40. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1050.8759765625
Frauen,40. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1050.8759765625
Frauen,40. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1050.8759765625
Frauen,40. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1050.8759765625
Frauen,41. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1066.03796386719
Frauen,41. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1066.03796386719
Frauen,41. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1066.03796386719
Frauen,41. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1066.03796386719
Frauen,41. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1066.03796386719
Frauen,42. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1081.70727539063
Frauen,42. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1081.70727539063
Frauen,42. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1081.70727539063
Frauen,42. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1081.70727539063
Frauen,42. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1081.70727539063
Frauen,43. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1097.27233886719
Frauen,43. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1097.27233886719
Frauen,43. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1097.27233886719
Frauen,43. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1097.27233886719
Frauen,43. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1097.27233886719
Frauen,44. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1112.92614746094
Frauen,44. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1112.92614746094
Frauen,44. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1112.92614746094
Frauen,44. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1112.92614746094
Frauen,44. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1112.92614746094
Frauen,45. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1128.48205566406
Frauen,45. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1128.48205566406
Frauen,45. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1128.48205566406
Frauen,45. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1128.48205566406
Frauen,45. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1128.48205566406
Frauen,46. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1143.70373535156
Frauen,46. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1143.70373535156
